ID,Track,Time,Version,Items,Speed,Category
22/04/25 (06:001),RR,161.444811,150cc,Cartridge,Special Cup,Nitro Cups
22/08/22 (06:004),RR,160.551534,150cc,Cartridge,Special Cup,Nitro Cups
22/08/28 (06:007),RR,162.025504,150cc,Cartridge,Special Cup,Nitro Cups
22/08/29 (06:009),RR,158.024794,150cc,Cartridge,Special Cup,Nitro Cups
22/04/13 (07:001),rWS,155.245,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:002),rWS,148.069999,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:003),rWS,148.851,150cc,Cartridge,Leaf Cup,Retro Cups
22/07/25 (07:004),rWS,148.188075,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:005),rWS,146.987594,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:006),rWS,147.434972,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:007),rWS,147.163951,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/22 (07:008),rWS,146.602994,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:001),rSL,150.532,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:002),rSL,147.852,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:003),rSL,148.554999,150cc,Cartridge,Leaf Cup,Retro Cups
22/07/25 (07:004),rSL,147.012111,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:005),rSL,149.734506,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:006),rSL,148.568215,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:007),rSL,147.94261,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/22 (07:008),rSL,147.367092,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:001),rMP,163.627999,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:002),rMP,167.633,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:003),rMP,156.676,150cc,Cartridge,Leaf Cup,Retro Cups
22/07/25 (07:004),rMP,157.691619,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:006),rMP,159.787002,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/20 (07:007),rMP,158.428562,150cc,Cartridge,Leaf Cup,Retro Cups
22/08/22 (07:008),rMP,157.147555,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:001),rYV,171.715,150cc,Cartridge,Leaf Cup,Retro Cups
22/04/13 (07:002),rYV,160.364,150cc,Cartridge,Leaf Cup,Retro Cups
